none,Teacher,Class,Reviewer,Date,Difficulty,Test,Report,Attendance,Comments
,遅沢壮一,地球システム科学,,2012年09月30日,ど仏,あり,なし,あり,出席すればＡＡ出席しなくても友達にミニットペーパーを代筆してもらえばＡＡ
,須田明博,基礎スペイン語Ⅰ,,2012年09月30日,仏,あり,なし,あり,大きなテストが無く、セクションが終わるごとに10問程度の小テストがあるので、こつこつやりたい人にはお勧め。最後にスペイン語のスピーチテストがありますが、授業をちゃんと聞いていれば文章も作れるし、台本を見ながら話しても大丈夫なので、心配するほどでもないです。
,小林,物理学Ａ,,2012年09月30日,やや仏,あり,なし,なし,微分と積分ばっかりやってるので、物理というより数学に近いかも。テストは持ち込み可能なのでまあできると思います。
,金子誠,線形代数学概要,,2012年09月30日,やや鬼,あり,なし,なし,授業は簡単ですが、成績評価はテスト一発勝負なのでよく勉強しましょう。
,藤田博,英語Ａ１,,2012年09月30日,やや仏,あり,あり,あり,テキストの中の先生の指定する個所を和訳するレポートが毎週ある。先生の好みの訳になっていないと訂正されるが、意味が正確ならば普通にAがもらえる(レポートはA・B○・B・Cの四段階評価)。期末はテキストの流れや単語を把握しておけばＯＫ!過去問を見れば傾向は掴める。
,楊,基礎中国語Ⅰ,,2012年09月30日,ど仏,あり,なし,あり,この方は良く言えば寛容、悪くいえばテキトー。授業終了５分前に来ても出席らしいし、授業の雰囲気はとてつもなくゆるいし、テストは以前の授業のプリントの内容がそのまま出る。楽に浮くに越したことはないが、真面目にやる者としては腑に落ちないところもある。
,阿南,基礎ゼミ,,2012年09月30日,鬼,なし,あり,あり,これはもはや「基礎」ゼミではない。プレゼンが３回（５分、５分、１０分）もあり、それも中途半端な内容での発表は許されない。また長ーい最終レポートを書かせられる。ただ、現代中国について興味がある人にとってはとても有意義なものであると思うし、真面目にやる人に対しては教官も全力でサポートしてくれる。だが、やっぱり他の授業と比べるとダントツで時間を食うし、基礎ゼミにしては評価も厳しめなので鬼評価。
,渡部,芸術の世界,,2012年09月30日,仏,なし,あり,あり,毎回のミニットペーパーが出席のかわりとなる。配布プリントは、前回配られたものを使うことがあるので、最近配られたものは持っていくべし。プリントに書かれたことを中心に裏までいくくらいまで書いて、レポートも結構書いたらＡＡもらえた。睡眠もしっかり取れる(笑)
,中村美千彦,地球物質科学,,2012年09月30日,ど仏,あり,なし,あり,同じコマに地シスがあるからといって安易にそっちいくならこっちの方が楽しいし教科書いらないしタメになると思う。単位の面でも多分同じくらい楽。教授がとても面白く魅力的で講義も楽しい。出席はミニットペーパー。ミニぺの内容は講義の感想だけど書くことなかったらおすすめのレシピとか書いてもいいらしい。質問とか面白いこととか書いたら次の講義で拾ってくれる。拾われると嬉しいから頑張ってしまう。テストもノー勉でやれるし問題もユニークだった。
,ビクトル・ナガヌマ,基礎スペイン語,,2012年09月30日,並,時々あり,なし,あり,テストは中間と期末2回。ここで点が低かったり、スペイン語会話で指名されて詰まることが多いと目をつけられて評価とかコメントがかなり厳しくなる。授業はしっかりしてるし普通に頑張ってる人と女の子には優しいのでとるなって程の授業ではない。あんまやる気ない男は目つけられたとき悲惨だからそこらへん覚悟するように
,伊藤高敏　他,流れの科学,,2012年09月30日,仏,あり,あり,なし,三回ごとに別々の先生がいらっしゃって、最先端の「流れ」について議論して下さるなかなか面白味のある授業。数物の予習とかやる奴らもいたような気がするかもしれないけど、小テストは話聞いてたかのチェックみたいなもんで、レジュメ見直しつつ思い出しつつ書けばおｋ。レポートも調べて書くようなのだから、自分の意見も混ぜて書いて期日に出せばおｋ。遅れても直に教授にアポとって出せるしそれでAとかとれるめちゃくちゃウマーな授業。流体の話がおもろい、寛容、単位取れる。あとは自分で確かめてみてください。
,平川　新,歴史と人間社会,,2012年09月30日,仏,あり,なし,あり,歴史の解釈についての講義でとても面白くて興味深い。けど眠くなっちゃう。毎回ミニットペーパーで出席確認してるようだけど成績に反映するかは不明。テストは「授業を受けて思ったことや自分なりの歴史解釈」みたいな感じの1200字くらいのレポートで、事前に作成した下書きのみ持ち込み可。単位はくれるし面白いので社会論に迷ったらぜひ。
